behavior,n_true_bouts,n_pred_bouts,tp,fp,fn,bout_precision,bout_recall,bout_f1,mean_matched_iou,record_key,mouse_record,sex_group,version,annotator_a,annotator_b
annotator_multi3,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator3
0,43,51,38,13,5,0.7450980392156863,0.8837209302325582,0.8085106382978724,0.910060034499149,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator4
1,42,50,37,13,5,0.74,0.8809523809523809,0.8043478260869565,0.750302133903441,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator4
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator4
0,43,54,38,16,5,0.7037037037037037,0.8837209302325582,0.7835051546391752,0.8734577239071922,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator5
1,42,53,30,23,12,0.5660377358490566,0.7142857142857143,0.631578947368421,0.8013979281233298,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator5
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator5
0,43,61,40,21,3,0.6557377049180327,0.9302325581395349,0.7692307692307692,0.9047077539207882,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator6
1,42,60,34,26,8,0.5666666666666667,0.8095238095238095,0.6666666666666666,0.8068924115117729,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator6
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator6
0,43,24,24,0,19,1.0,0.5581395348837209,0.7164179104477612,0.9003595029413468,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator7
1,42,23,13,10,29,0.5652173913043478,0.30952380952380953,0.39999999999999997,0.7602999821943974,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator7
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator7
0,43,31,30,1,13,0.967741935483871,0.6976744186046512,0.810810810810811,0.808408021038444,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator8
1,42,30,24,6,18,0.8,0.5714285714285714,0.6666666666666666,0.7012111449987987,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator8
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator1,annotator8
0,40,43,34,9,6,0.7906976744186046,0.85,0.8192771084337349,0.8745001210205826,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator3
1,39,42,29,13,10,0.6904761904761905,0.7435897435897436,0.7160493827160495,0.7800757361243574,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator3
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator3
0,40,51,39,12,1,0.7647058823529411,0.975,0.857142857142857,0.8486830139602523,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator4
1,39,50,32,18,7,0.64,0.8205128205128205,0.7191011235955057,0.7765312329163567,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator4
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator4
0,40,54,36,18,4,0.6666666666666666,0.9,0.7659574468085106,0.8604861227602746,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator5
1,39,53,34,19,5,0.6415094339622641,0.8717948717948718,0.7391304347826088,0.8004916109723546,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator5
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator5
0,40,61,38,23,2,0.6229508196721312,0.95,0.7524752475247525,0.8325502822083339,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator6
1,39,60,28,32,11,0.4666666666666667,0.717948717948718,0.5656565656565657,0.7733840434864582,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator6
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator6
0,40,24,24,0,16,1.0,0.6,0.7499999999999999,0.8776479793257348,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator7
1,39,23,15,8,24,0.6521739130434783,0.38461538461538464,0.4838709677419355,0.6971660933029714,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator7
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator7
0,40,31,29,2,11,0.9354838709677419,0.725,0.8169014084507041,0.803985288981103,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator8
1,39,30,22,8,17,0.7333333333333333,0.5641025641025641,0.6376811594202899,0.6919734311457075,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator8
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator2,annotator8
0,43,51,36,15,7,0.7058823529411765,0.8372093023255814,0.7659574468085107,0.866816842416989,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator4
1,42,50,32,18,10,0.64,0.7619047619047619,0.6956521739130435,0.7965230918481158,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator4
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator4
0,43,54,35,19,8,0.6481481481481481,0.813953488372093,0.7216494845360826,0.8458571771142893,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator5
1,42,53,28,25,14,0.5283018867924528,0.6666666666666666,0.5894736842105263,0.7952436691560065,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator5
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator5
0,43,61,38,23,5,0.6229508196721312,0.8837209302325582,0.7307692307692308,0.831354257580192,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator6
1,42,60,31,29,11,0.5166666666666667,0.7380952380952381,0.607843137254902,0.7897470232289349,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator6
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator6
0,43,24,24,0,19,1.0,0.5581395348837209,0.7164179104477612,0.8492329195022853,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator7
1,42,23,8,15,34,0.34782608695652173,0.19047619047619047,0.24615384615384614,0.8073298595980829,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator7
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator7
0,43,31,29,2,14,0.9354838709677419,0.6744186046511628,0.7837837837837838,0.8235084993518241,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator8
1,42,30,22,8,20,0.7333333333333333,0.5238095238095238,0.611111111111111,0.6833530087708523,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator8
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator3,annotator8
0,51,54,43,11,8,0.7962962962962963,0.8431372549019608,0.8190476190476189,0.8472224273944884,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator5
1,50,53,37,16,13,0.6981132075471698,0.74,0.7184466019417476,0.8157984378450361,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator5
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator5
0,51,61,44,17,7,0.7213114754098361,0.8627450980392157,0.7857142857142857,0.8646837919837961,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator6
1,50,60,40,20,10,0.6666666666666666,0.8,0.7272727272727272,0.7859575389761061,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator6
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator6
0,51,24,24,0,27,1.0,0.47058823529411764,0.6399999999999999,0.9069254118481241,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator7
1,50,23,13,10,37,0.5652173913043478,0.26,0.3561643835616438,0.8031310497933895,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator7
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator7
0,51,31,27,4,24,0.8709677419354839,0.5294117647058824,0.6585365853658537,0.7939805941059509,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator8
1,50,30,16,14,34,0.5333333333333333,0.32,0.4,0.7222734257377873,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator8
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator4,annotator8
0,54,61,46,15,8,0.7540983606557377,0.8518518518518519,0.7999999999999999,0.8802222826653334,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator6
1,53,60,39,21,14,0.65,0.7358490566037735,0.6902654867256638,0.8200979953313519,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator6
annotator_multi5,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator6
0,54,24,24,0,30,1.0,0.4444444444444444,0.6153846153846153,0.8660056068410021,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator7
1,53,23,11,12,42,0.4782608695652174,0.20754716981132076,0.2894736842105263,0.805945104728918,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator7
annotator_multi5,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator7
0,54,31,26,5,28,0.8387096774193549,0.48148148148148145,0.6117647058823529,0.7711359274221313,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator8
1,53,30,17,13,36,0.5666666666666667,0.32075471698113206,0.40963855421686746,0.694423721388823,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator8
annotator_multi5,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator5,annotator8
0,61,24,24,0,37,1.0,0.39344262295081966,0.5647058823529412,0.9041158711119482,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator7
1,60,23,10,13,50,0.43478260869565216,0.16666666666666666,0.24096385542168672,0.7667032154451514,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator7
annotator_multi6,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator7
0,61,31,27,4,34,0.8709677419354839,0.4426229508196721,0.5869565217391305,0.7782615786432766,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator8
1,60,30,17,13,43,0.5666666666666667,0.2833333333333333,0.3777777777777777,0.6533590041589011,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator8
annotator_multi6,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator6,annotator8
0,24,31,23,8,1,0.7419354838709677,0.9583333333333334,0.8363636363636364,0.7801952707570955,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator7,annotator8
1,23,30,11,19,12,0.36666666666666664,0.4782608695652174,0.41509433962264153,0.6640770356969828,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator7,annotator8
annotator_multi7,1,0,0,0,1,,0.0,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator7,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse074_20160709_19-15-23,Mouse074_20160709_19-15-23,Male_likely,v1,annotator7,annotator8
0,119,105,91,14,28,0.8666666666666667,0.7647058823529411,0.8125,0.8322075478770986,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator2
1,118,104,72,32,46,0.6923076923076923,0.6101694915254238,0.6486486486486487,0.7906834755051815,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator2
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator2
annotator_multi2,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator2
0,119,124,96,28,23,0.7741935483870968,0.8067226890756303,0.7901234567901235,0.848069385458213,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator3
1,118,123,75,48,43,0.6097560975609756,0.635593220338983,0.6224066390041494,0.7756235233641562,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator3
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator3
0,119,118,97,21,22,0.8220338983050848,0.8151260504201681,0.818565400843882,0.8300517980845281,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator4
1,118,117,82,35,36,0.7008547008547008,0.6949152542372882,0.6978723404255319,0.7824330689822414,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator4
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator4
0,119,150,110,40,9,0.7333333333333333,0.9243697478991597,0.8178438661710038,0.851842808895827,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator5
1,118,149,85,64,33,0.5704697986577181,0.7203389830508474,0.6367041198501872,0.7636492857894949,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator5
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator5
0,119,154,105,49,14,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.8487732355939366,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator6
1,118,153,76,77,42,0.49673202614379086,0.6440677966101694,0.5608856088560885,0.8113672338703134,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator6
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator6
0,119,25,24,1,95,0.96,0.20168067226890757,0.33333333333333337,0.9018329165171316,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator7
1,118,25,7,18,111,0.28,0.059322033898305086,0.0979020979020979,0.8564263620579082,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator7
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator7
0,119,89,71,18,48,0.797752808988764,0.5966386554621849,0.6826923076923076,0.8197736457627263,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator8
1,118,88,57,31,61,0.6477272727272727,0.4830508474576271,0.5533980582524272,0.7275293495946918,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator8
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator1,annotator8
0,105,124,90,34,15,0.7258064516129032,0.8571428571428571,0.7860262008733625,0.8763068240239797,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator3
1,104,123,84,39,20,0.6829268292682927,0.8076923076923077,0.7400881057268723,0.8076240603362242,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator3
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator3
0,105,118,93,25,12,0.788135593220339,0.8857142857142857,0.8340807174887892,0.8565413592231286,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator4
1,104,117,90,27,14,0.7692307692307693,0.8653846153846154,0.8144796380090499,0.8265370447103414,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator4
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator4
0,105,150,98,52,7,0.6533333333333333,0.9333333333333333,0.7686274509803921,0.8402050329990145,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator5
1,104,149,71,78,33,0.47651006711409394,0.6826923076923077,0.5612648221343874,0.7723454538426465,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator5
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator5
0,105,154,97,57,8,0.6298701298701299,0.9238095238095239,0.7490347490347491,0.8118087415612892,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator6
1,104,153,67,86,37,0.43790849673202614,0.6442307692307693,0.5214007782101167,0.7690115089110438,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator6
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator6
0,105,25,24,1,81,0.96,0.22857142857142856,0.3692307692307692,0.8911165362641057,Male_likely/Mouse077_20160709_18-29-34,Mouse077_20160709_18-29-34,Male_likely,v1,annotator2,annotator7
